;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010 Lotto - Beträge in EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Datum;;Reihenfolge;Zahlen;;;;;;;;;Anzahl    ;;Quote;;Anzahl ;;Quote;;Anzahl;;Quote;;Anzahl;;Quote;;;;;;
Mi;24.08.;aufsteigend;3;10;14;18;22;24;ZZ ;26;6er;2JP;;1.830.827,00;5er + ZZ;4;à;62.934,60;5er;144;à;1.001,60;4er + ZZ;354;à;122,20;;;;;;
;;gezogen;24;14;18;3;22;10;ZZ;26;4er;5.593;à;42,90;3er + ZZ;8.239;à;13,10;3er;89.641;à;4,80;ZZ;256.278;à;1,20;;;;;;
So;28.08.;aufsteigend;9;11;15;33;34;39;ZZ;4;6er;3JP;;3.085.473,40;5er + ZZ;2;à;86.256,90;5er;124;à;1.517,70;4er + ZZ;377;à;149,70;;;;;;
;;gezogen;9;11;39;15;33;34;ZZ;4;4er;7.130;à;43,90;3er + ZZ;9.533;à;14,80;3er;113.041;à;5,00;ZZ;342.639;à;1,20;;;;;;
Mi;31.08.;aufsteigend;1;11;18;26;29;40;ZZ;30;6er;4JP;;4.521.776,20;5er + ZZ;6;à;32.915,20;5er;150;à;1.436,30;4er + ZZ;434;à;148,90;;;;;;
;;gezogen;11;29;26;1;40;18;ZZ;30;4er;7.955;à;45,10;3er + ZZ;10.560;à;15,30;3er;128.159;à;5,00;ZZ;364.305;à;1,20;;;;;;
So;04.09.;aufsteigend;13;21;29;36;41;44;ZZ;33;6er;5JP;;6.491.367,30;5er + ZZ;9;à;30.090,90;5er;231;à;1.278,90;4er + ZZ;716;à;123,70;;;;;;
;;gezogen;13;44;41;36;29;21;ZZ;33;4er;10.470;à;47,00;3er + ZZ;15.881;à;13,90;3er;164.785;à;5,40;ZZ;517.698;à;1,20;;;;;;
Mi;07.09.;aufsteigend;1;7;11;12;25;29;ZZ;28;6er;2;à;4.728.039,20;5er + ZZ;14;à;29.117,60;5er;461;à;964,60;4er + ZZ;1.104;à;120,80;;;;;;
;;gezogen;11;29;1;25;7;12;ZZ;28;4er;18.921;à;39,10;3er + ZZ;24.174;à;13,70;3er;279.962;à;4,70;ZZ;797.276;à;1,20;;;;;;
So;11.09.;aufsteigend;2;20;22;29;34;36;ZZ;21;6er;1;à;1.000.000,00;5er + ZZ;2;à;63.245,00;5er;101;à;1.366,20;4er + ZZ;233;à;177,60;;;;;;
;;gezogen;22;20;36;34;29;2;ZZ;21;4er;4.380;à;52,50;3er + ZZ;6.093;à;16,90;3er;75.725;à;5,40;ZZ;260.245;à;1,20;;;;;;
Mi;14.09.;aufsteigend;9;12;35;37;38;43;ZZ;39;6er;JP;;761.517,70;5er + ZZ;1;à;104.708,60;5er;65;à;1.757,30;4er + ZZ;176;à;194,70;;;;;;
;;gezogen;9;35;37;12;38;43;ZZ;39;4er;3.413;à;55,70;3er + ZZ;5.330;à;16,00;3er;59.350;à;5,80;ZZ;191.869;à;1,20;;;;;;
So;18.09.;aufsteigend;2;3;9;18;23;27;ZZ;7;6er;2JP;;1.895.914,70;5er + ZZ;16;à;9.748,70;5er;204;à;834,10;4er + ZZ;632;à;80,70;;;;;;
;;gezogen;23;3;27;2;9;18;ZZ;7;4er;8.006;à;35,40;3er + ZZ;12.438;à;10,20;3er;116.312;à;4,40;ZZ;310.792;à;1,20;;;;;;
Mi;21.09.;aufsteigend;7;18;30;37;43;44;ZZ;23;6er;3JP;;3.060.575,10;5er + ZZ;4;à;40.035,20;5er;135;à;1.294,00;4er + ZZ;308;à;170,10;;;;;;
;;gezogen;30;18;44;37;7;43;ZZ;23;4er;5.618;à;51,80;3er + ZZ;7.445;à;17,50;3er;93.593;à;5,60;ZZ;316.396;à;1,20;;;;;;
So;25.09.;aufsteigend;1;2;6;33;34;39;ZZ;44;6er;4JP;;4.586.185,10;5er + ZZ;3;à;69.923,70;5er;151;à;1.515,50;4er + ZZ;382;à;179,70;;;;;;
;;gezogen;2;1;6;34;39;33;ZZ;44;4er;7.393;à;51,50;3er + ZZ;9.802;à;17,50;3er;129.084;à;5,30;ZZ;366.548;à;1,20;;;;;;
Mi;28.09.;aufsteigend;3;8;19;24;32;42;ZZ;6;6er;1;à;6.321.310,00;5er + ZZ;8;à;29.822,40;5er;249;à;1.045,20;4er + ZZ;575;à;135,70;;;;;;
;;gezogen;3;24;19;8;42;32;ZZ;6;4er;10.470;à;41,40;3er + ZZ;14.617;à;13,30;3er;158.162;à;4,90;ZZ;466.393;à;1,20;;;;;;
So;02.10.;aufsteigend;3;10;15;20;35;38;ZZ;4;6er;2;à;500.000,00;5er + ZZ;JP;;123.716,60;5er;135;à;999,70;4er + ZZ;293;à;138,10;;;;;;
;;gezogen;3;20;10;35;15;38;ZZ;4;4er;5.355;à;42,00;3er + ZZ;6.438;à;15,70;3er;82.000;à;4,90;ZZ;258.370;à;1,20;;;;;;
Mi;05.10.;aufsteigend;10;12;27;30;34;36;ZZ;2;6er;1;à;1.000.000,00;5er + ZZ;2;à;113.496,50;5er;73;à;1.543,30;4er + ZZ;217;à;155,70;;;;;;
;;gezogen;12;30;36;34;27;10;ZZ;2;4er;3.903;à;48,10;3er + ZZ;5.884;à;14,30;3er;65.296;à;5,20;ZZ;201.166;à;1,20;;;;;;
So;09.10.;aufsteigend;18;24;33;34;37;41;ZZ;3;6er;JP;;864.568,80;5er + ZZ;2;à;59.439,10;5er;86;à;1.507,90;4er + ZZ;255;à;152,50;;;;;;
;;gezogen;41;34;33;24;18;37;ZZ;3;4er;3.861;à;55,90;3er + ZZ;6.011;à;16,10;3er;64.497;à;6,00;ZZ;280.625;à;1,20;;;;;;
Mi;12.10.;aufsteigend;11;20;26;32;34;42;ZZ;8;6er;2JP;;1.844.401,20;5er + ZZ;4;à;33.681,70;5er;75;à;1.959,60;4er + ZZ;290;à;152,00;;;;;;
;;gezogen;34;42;11;26;20;32;ZZ;8;4er;4.876;à;50,20;3er + ZZ;7.958;à;13,80;3er;80.519;à;5,50;ZZ;283.590;à;1,20;;;;;;
So;16.10.;aufsteigend;5;7;18;28;29;35;ZZ;23;6er;1;à;3.127.804,80;5er + ZZ;4;à;44.116,90;5er;214;à;899,50;4er + ZZ;363;à;159,00;;;;;;
;;gezogen;5;28;35;18;7;29;ZZ;23;4er;7.819;à;41,00;3er + ZZ;9.819;à;14,70;3er;120.755;à;4,80;ZZ;331.966;à;1,20;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016 Lotto - Beträge in EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Datum;;Reihenfolge;Zahlen;;;;;;;;;Anzahl    ;;Quote;;Anzahl ;;Quote;;Anzahl;;Quote;;Anzahl;;Quote;;;;;;
Mi;19.10.;aufsteigend;6;10;20;26;33;40;ZZ;5;6er;JP;;728.267,60;5er + ZZ;2;à;50.068,30;5er;125;à;873,90;4er + ZZ;296;à;110,70;;;;;;
;;gezogen;6;20;40;26;10;33;ZZ;5;4er;4.811;à;37,80;3er + ZZ;6.605;à;12,40;3er;69.699;à;4,70;ZZ;213.414;à;1,20;;;;;;
So;23.10.;aufsteigend;6;11;21;31;35;43;ZZ;7;6er;2JP;;1.828.952,20;5er + ZZ;9;à;16.816,00;5er;151;à;1.093,30;4er + ZZ;380;à;130,30;;;;;;
;;gezogen;21;11;35;43;31;6;ZZ;7;4er;7.030;à;39,10;3er + ZZ;8.772;à;14,10;3er;93.251;à;5,30;ZZ;320.609;à;1,20;;;;;;
Mi;26.10.;aufsteigend;8;10;11;14;23;34;ZZ;2;6er;3JP;;2.841.215,90;5er + ZZ;2;à;69.593,10;5er;120;à;1.265,30;4er + ZZ;406;à;112,10;;;;;;
;;gezogen;11;8;23;34;10;14;ZZ;2;4er;6.155;à;41,10;3er + ZZ;9.115;à;12,40;3er;95.262;à;4,80;ZZ;259.409;à;1,20;;;;;;
So;30.10.;aufsteigend;6;7;8;11;30;36;ZZ;26;6er;4JP;;4.324.250,00;5er + ZZ;4;à;50.979,20;5er;189;à;1.177,00;4er + ZZ;516;à;129,30;;;;;;
;;gezogen;7;30;11;8;36;6;ZZ;26;4er;9.189;à;40,30;3er + ZZ;13.125;à;12,70;3er;141.739;à;4,70;ZZ;384.555;à;1,20;;;;;;
Mi;02.11.;aufsteigend;7;14;22;24;36;39;ZZ;12;6er;1;à;5.965.815,40;5er + ZZ;4;à;56.428,80;5er;168;à;1.465,60;4er + ZZ;502;à;147,10;;;;;;
;;gezogen;24;39;36;14;22;7;ZZ;12;4er;8.566;à;47,90;3er + ZZ;12.643;à;14,60;3er;139.626;à;5,30;ZZ;444.898;à;1,20;;;;;;
So;06.11.;aufsteigend;22;24;27;29;36;43;ZZ;21;6er;JP;;889.648,20;5er + ZZ;1;à;122.326,60;5er;92;à;1.450,50;4er + ZZ;225;à;177,90;;;;;;
;;gezogen;43;24;22;29;27;36;ZZ;21;4er;4.344;à;51,10;3er + ZZ;5.610;à;17,80;3er;73.088;à;5,50;ZZ;252.972;à;1,20;;;;;;
Mi;09.11.;aufsteigend;5;10;12;19;31;44;ZZ;20;6er;2;à;956.953,90;5er + ZZ;4;à;35.208,90;5er;152;à;1.010,70;4er + ZZ;372;à;123,90;;;;;;
;;gezogen;44;19;10;12;5;31;ZZ;20;4er;6.506;à;39,30;3er + ZZ;8.206;à;14,00;3er;97.695;à;4,70;ZZ;256.175;à;1,20;;;;;;
So;13.11.;aufsteigend;6;18;31;34;38;45;ZZ;44;6er;JP;;894.647,30;5er + ZZ;3;à;41.004,60;5er;79;à;1.698,60;4er + ZZ;198;à;203,30;;;;;;
;;gezogen;45;18;6;38;34;31;ZZ;44;4er;4.241;à;52,70;3er + ZZ;5.205;à;19,30;3er;70.254;à;5,70;ZZ;219.820;à;1,20;;;;;;
Mi;16.11.;aufsteigend;3;9;24;27;32;41;ZZ;44;6er;2JP;;1.889.699,30;5er + ZZ;1;à;136.819,60;5er;150;à;995,00;4er + ZZ;319;à;140,30;;;;;;
;;gezogen;41;27;3;9;24;32;ZZ;44;4er;6.216;à;40,00;3er + ZZ;7.341;à;15,20;3er;95.420;à;4,70;ZZ;236.925;à;1,20;;;;;;
So;20.11.;aufsteigend;3;22;25;27;28;40;ZZ;36;6er;1;à;3.185.633,00;5er + ZZ;1;à;178.190,80;5er;180;à;1.079,90;4er + ZZ;351;à;166,10;;;;;;
;;gezogen;25;28;3;22;40;27;ZZ;36;4er;6.969;à;46,40;3er + ZZ;8.685;à;16,70;3er;117.047;à;5,00;ZZ;311.070;à;1,20;;;;;;
Mi;23.11.;aufsteigend;2;3;25;39;42;45;ZZ;16;6er;JP;;738.177,60;5er + ZZ;4;à;25.374,80;5er;56;à;1.977,20;4er + ZZ;255;à;130,20;;;;;;
;;gezogen;45;42;3;25;2;39;ZZ;16;4er;3.477;à;53,00;3er + ZZ;5.293;à;15,60;3er;60.426;à;5,50;ZZ;194.945;à;1,20;;;;;;
So;27.11.;aufsteigend;2;16;18;28;32;36;ZZ;13;6er;1;à;1.843.543,90;5er + ZZ;3;à;50.662,60;5er;183;à;906,00;4er + ZZ;318;à;156,40;;;;;;
;;gezogen;36;28;2;18;32;16;ZZ;13;4er;6.223;à;44,40;3er + ZZ;7.400;à;16,80;3er;95.160;à;5,20;ZZ;305.870;à;1,20;;;;;;
Mi;30.11.;aufsteigend;4;10;12;18;27;36;ZZ;44;6er;1;à;1.000.000,00;5er + ZZ;3;à;33.796,50;5er;98;à;1.128,60;4er + ZZ;234;à;141,80;;;;;;
;;gezogen;18;4;10;12;36;27;ZZ;44;4er;4.868;à;37,80;3er + ZZ;5.332;à;15,50;3er;74.614;à;4,40;ZZ;176.931;à;1,20;;;;;;
So;04.12.;aufsteigend;6;10;14;18;27;40;ZZ;7;6er;1;à;1.000.000,00;5er + ZZ;2;à;60.276,40;5er;127;à;1.035,50;4er + ZZ;290;à;136,00;;;;;;
;;gezogen;6;14;27;10;18;40;ZZ;7;4er;5.575;à;39,30;3er + ZZ;7.374;à;13,30;3er;81.615;à;4,80;ZZ;260.840;à;1,20;;;;;;
Mi;07.12.;aufsteigend;6;14;20;28;29;30;ZZ;40;6er;JP;;772.999,20;5er + ZZ;3;à;35.429,10;5er;89;à;1.302,80;4er + ZZ;210;à;165,60;;;;;;
;;gezogen;20;30;14;28;6;29;ZZ;40;4er;4.423;à;43,60;3er + ZZ;5.753;à;15,10;3er;68.025;à;5,10;ZZ;184.268;à;1,20;;;;;;
So;11.12.;aufsteigend;17;28;33;34;35;41;ZZ;26;6er;2JP;;1.809.581,70;5er + ZZ;3;à;47.510,00;5er;121;à;1.285,00;4er + ZZ;278;à;167,70;;;;;;
;;gezogen;34;41;33;35;28;17;ZZ;26;4er;5.377;à;48,10;3er + ZZ;8.046;à;14,40;3er;89.971;à;5,20;ZZ;283.570;à;1,20;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016 Lotto - Beträge in EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Datum;;Reihenfolge;Zahlen;;;;;;;;;Anzahl    ;;Quote;;Anzahl ;;Quote;;Anzahl;;Quote;;Anzahl;;Quote;;;;;;
Mi;14.12.;aufsteigend;28;30;31;34;38;42;ZZ;27;6er;3JP;;2.980.648,00;5er + ZZ;2;à;80.510,80;5er;144;à;1.219,80;4er + ZZ;287;à;183,60;;;;;;
;;gezogen;42;31;34;38;28;30;ZZ;27;4er;5.499;à;53,20;3er + ZZ;7.491;à;17,50;3er;91.122;à;5,80;ZZ;353.350;à;1,20;;;;;;
So;18.12.;aufsteigend;12;27;37;39;42;44;ZZ;9;6er;4JP;;4.522.806,60;5er + ZZ;6;à;35.341,10;5er;180;à;1.285,10;4er + ZZ;442;à;157,00;;;;;;
;;gezogen;42;12;37;39;44;27;ZZ;9;4er;8.156;à;47,20;3er + ZZ;11.327;à;15,30;3er;130.892;à;5,30;ZZ;454.273;à;1,20;;;;;;
Mi;21.12.;aufsteigend;4;13;18;32;40;44;ZZ;31;6er;2;à;3.194.885,50;5er + ZZ;7;à;36.672,50;5er;205;à;1.366,00;4er + ZZ;514;à;163,40;;;;;;
;;gezogen;18;44;40;32;4;13;ZZ;31;4er;9.763;à;47,80;3er + ZZ;12.375;à;16,90;3er;156.453;à;5,30;ZZ;468.059;à;1,20;;;;;;
So;25.12.;aufsteigend;15;21;23;26;30;33;ZZ;9;6er;3;à;341.063,10;5er + ZZ;1;à;140.688,50;5er;98;à;1.566,10;4er + ZZ;334;à;137,80;;;;;;
;;gezogen;21;33;30;23;15;26;ZZ;9;4er;5.782;à;44,20;3er + ZZ;9.881;à;11,60;3er;91.345;à;5,00;ZZ;295.727;à;1,20;;;;;;
Mi;28.12.;aufsteigend;5;13;23;28;29;35;ZZ;3;6er;JP;;729.773,00;5er + ZZ;1;à;100.343,70;5er;62;à;1.765,50;4er + ZZ;263;à;124,80;;;;;;
;;gezogen;29;13;28;35;23;5;ZZ;3;4er;4.027;à;45,30;3er + ZZ;6.496;à;12,60;3er;63.624;à;5,10;ZZ;213.658;à;1,20;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017 Lotto - Beträge in EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Datum;;Reihenfolge;Zahlen;;;;;;;;;Anzahl    ;;Quote;;Anzahl ;;Quote;;Anzahl;;Quote;;Anzahl;;Quote;;;;;;
So;01.01.;aufsteigend;4;15;24;27;39;41;ZZ;33;6er;1;à;2.022.895,20;5er + ZZ;4;à;44.451,00;5er;175;à;1.108,30;4er + ZZ;420;à;138,50;;;;;;
;;gezogen;39;41;24;15;27;4;ZZ;33;4er;7.546;à;42,80;3er + ZZ;10.283;à;14,10;3er;112.911;à;5,10;ZZ;348.223;à;1,20;;;;;;
Mi;04.01.;aufsteigend;8;9;34;39;41;45;ZZ;26;6er;JP;;770.961,60;5er + ZZ;3;à;35.335,70;5er;88;à;1.314,10;4er + ZZ;209;à;165,90;;;;;;
;;gezogen;9;8;34;39;41;45;ZZ;26;4er;3.808;à;50,60;3er + ZZ;5.737;à;15,10;3er;63.363;à;5,50;ZZ;206.756;à;1,20;;;;;;
So;08.01.;aufsteigend;4;27;29;30;39;42;ZZ;15;6er;1;à;1.818.008,50;5er + ZZ;1;à;143.968,90;5er;117;à;1.342,30;4er + ZZ;394;à;119,50;;;;;;
;;gezogen;39;42;29;27;4;30;ZZ;15;4er;5.503;à;47,50;3er + ZZ;8.695;à;13,50;3er;91.460;à;5,10;ZZ;265.143;à;1,20;;;;;;
Mi;11.01.;aufsteigend;4;10;13;20;26;30;ZZ;18;6er;JP;;750.465,30;5er + ZZ;JP;;103.188,90;5er;126;à;893,40;4er + ZZ;272;à;124,10;;;;;;
;;gezogen;4;10;20;30;13;26;ZZ;18;4er;5.192;à;36,10;3er + ZZ;6.162;à;13,70;3er;75.871;à;4,40;ZZ;182.864;à;1,20;;;;;;
So;15.01.;aufsteigend;21;26;30;32;35;42;ZZ;9;6er;2JP;;1.911.533,50;5er + ZZ;1;à;262.835,80;5er;106;à;1.643,00;4er + ZZ;359;à;145,50;;;;;;
;;gezogen;21;30;26;32;42;35;ZZ;9;4er;5.519;à;52,50;3er + ZZ;8.657;à;15,00;3er;96.678;à;5,40;ZZ;349.144;à;1,20;;;;;;
Mi;18.01.;aufsteigend;1;8;13;24;33;37;ZZ;3;6er;3JP;;3.097.591,80;5er + ZZ;4;à;40.770,70;5er;111;à;1.602,70;4er + ZZ;344;à;155,10;;;;;;
;;gezogen;1;37;8;33;13;24;ZZ;3;4er;6.069;à;48,80;3er + ZZ;9.877;à;13,50;3er;100.126;à;5,30;ZZ;344.779;à;1,20;;;;;;
So;22.01.;aufsteigend;12;25;28;39;41;43;ZZ;44;6er;4JP;;4.612.223,70;5er + ZZ;8;à;26.032,70;5er;158;à;1.437,90;4er + ZZ;417;à;163,40;;;;;;
;;gezogen;43;12;25;28;39;41;ZZ;44;4er;7.864;à;48,10;3er + ZZ;9.959;à;17,10;3er;126.153;à;5,40;ZZ;383.260;à;1,20;;;;;;
Mi;25.01.;aufsteigend;3;7;34;35;36;39;ZZ;30;6er;2;à;3.185.928,30;5er + ZZ;7;à;34.564,20;5er;164;à;1.609,40;4er + ZZ;463;à;171,00;;;;;;
;;gezogen;35;7;36;3;34;39;ZZ;30;4er;9.269;à;47,40;3er + ZZ;11.963;à;16,50;3er;152.450;à;5,20;ZZ;457.362;à;1,20;;;;;;
So;29.01.;aufsteigend;8;11;15;22;24;25;ZZ;3;6er;1;à;1.000.000,00;5er + ZZ;6;à;20.077,50;5er;128;à;1.026,60;4er + ZZ;391;à;100,80;;;;;;
;;gezogen;15;8;24;22;25;11;ZZ;3;4er;5.418;à;40,40;3er + ZZ;8.537;à;11,50;3er;82.362;à;4,80;ZZ;256.981;à;1,20;;;;;;
Mi;01.02.;aufsteigend;14;20;24;26;31;36;ZZ;35;6er;JP;;754.968,40;5er + ZZ;1;à;103.808,10;5er;62;à;1.826,50;4er + ZZ;167;à;203,40;;;;;;
;;gezogen;36;14;26;24;31;20;ZZ;35;4er;3.244;à;58,10;3er + ZZ;4.276;à;19,80;3er;58.218;à;5,80;ZZ;184.660;à;1,20;;;;;;
So;05.02.;aufsteigend;6;7;30;32;41;44;ZZ;19;6er;1;à;1.922.613,30;5er + ZZ;4;à;40.137,70;5er;115;à;1.523,00;4er + ZZ;282;à;186,30;;;;;;
;;gezogen;6;44;30;32;41;44;ZZ;19;4er;5.523;à;52,80;3er + ZZ;8.325;à;15,70;3er;95.120;à;5,50;ZZ;310.612;à;1,20;;;;;;
Mi;08.02.;aufsteigend;3;9;12;16;19;27;ZZ;26;6er;2;à;500.000,00;5er + ZZ;5;à;20.623,70;5er;198;à;568,10;4er + ZZ;339;à;99,50;;;;;;
;;gezogen;19;16;12;9;27;3;ZZ;26;4er;6.791;à;27,60;3er + ZZ;7.321;à;11,50;3er;88.431;à;3,80;ZZ;194.603;à;1,20;;;;;;
So ;12.02.;aufsteigend;9;10;25;36;38;40;ZZ;4;6er;1;à;1.000.000,00;5er + ZZ;2;à;59.308,00;5er;90;à;1.437,70;4er + ZZ;207;à;187,50;;;;;;
;;gezogen;40;10;36;38;25;9;ZZ;4;4er;3.920;à;55,00;3er + ZZ;5.877;à;16,50;3er;68.932;à;5,60;ZZ;245.604;à;1,20;;;;;;
Mi;15.02.;aufsteigend;8;11;33;35;38;42;ZZ;16;6er;1;à;1.000.000,00;5er + ZZ;3;à;34.195,80;5er;85;à;1.316,60;4er + ZZ;243;à;138,10;;;;;;
;;gezogen;8;38;33;11;35;42;ZZ;16;4er;3.967;à;47,00;3er + ZZ;5.487;à;15,20;3er;63.614;à;5,30;ZZ;194.541;à;1,20;;;;;;
So;19.02.;aufsteigend;12;23;24;31;34;43;ZZ;29;6er;JP;;863.525,70;5er + ZZ;5;à;23.746,90;5er;82;à;1.579,60;4er + ZZ;220;à;176,60;;;;;;
;;gezogen;34;43;24;12;31;23;ZZ;29;4er;4.130;à;52,20;3er + ZZ;5.424;à;17,90;3er;69.525;à;5,60;ZZ;239.152;à;1,20;;;;;;
Mi;22.02.;aufsteigend;12;17;19;30;39;44;ZZ;42;6er;2JP;;1.821.643,70;5er + ZZ;1;à;131.741,20;5er;88;à;1.633,10;4er + ZZ;252;à;171,00;;;;;;
;;gezogen;30;12;17;19;39;44;ZZ;42;4er;5.016;à;47,70;3er + ZZ;6.582;à;16,30;3er;83.240;à;5,20;ZZ;228.992;à;1,20;;;;;;
So;26.02.;aufsteigend;1;15;16;19;22;42;ZZ;18;6er;3JP; ;3.062.633,40;5er + ZZ;2;à;85.318,00;5er;124;à;1.501,10;4er + ZZ;291;à;191,90;;;;;;
;;gezogen;42;15;16;22;19;1;ZZ;18;4er;5.851;à;53,00;3er + ZZ;7.911;à;17,60;3er;103.680;à;5,40;ZZ;323.694;à;1,20;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017 Lotto - Beträge in EUR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Datum;;Reihenfolge;Zahlen;;;;;;;;;Anzahl    ;;Quote;;Anzahl ;;Quote;;Anzahl;;Quote;;Anzahl;;Quote;;;;;;
Mi;01.03.;aufsteigend;1;2;10;17;24;41;ZZ;45;6er;1;à;4.485.804,20;5er + ZZ;3;à;65.228,60;5er;156;à;1.368,40;4er + ZZ;404;à;158,50;;;;;;
;;gezogen;41;10;1;17;24;2;ZZ;45;4er;7.841;à;45,30;3er + ZZ;10.391;à;15,40;3er;128.612;à;5,00;ZZ;355.152;à;1,20;;;;;;
So;05.03.;aufsteigend;9;20;22;27;40;45;ZZ;4;6er;1;à;1.000.000,00;5er + ZZ;4;à;30.335,70;5er;121;à;1.094,00;4er + ZZ;295;à;134,60;;;;;;
;;gezogen;9;20;27;40;22;45;ZZ;4;4er;5.077;à;43,40;3er + ZZ;7.209;à;13,70;3er;81.794;à;4,80;ZZ;243.139;à;1,20;;;;;;
Mi;08.03.;aufsteigend;9;13;19;21;27;29;ZZ;7;6er;JP;;740.998,30;5er + ZZ;10;à;10.188,70;5er;131;à;848,40;4er + ZZ;499;à;66,80;;;;;;
;;gezogen;19;9;27;29;21;13;ZZ;7;4er;5.182;à;35,70;3er + ZZ;9.172;à;9,00;3er;76.279;à;4,30;ZZ;201.736;à;1,20;;;;;;
So;12.03.;aufsteigend;8;12;18;24;25;44;ZZ;19;6er;2JP;;1.857.718,00;5er + ZZ;5;à;30.709,70;5er;114;à;1.469,30;4er + ZZ;339;à;148,20;;;;;;
;;gezogen;12;24;44;8;18;25;ZZ;19;4er;6.268;à;44,50;3er + ZZ;8.229;à;15,20;3er;100.204;à;5,00;ZZ;299.963;à;1,20;;;;;;
Mi;15.03.;aufsteigend;1;14;18;27;30;40;ZZ;12;6er;3JP;;3.034.710,30;5er + ZZ;6;à;26.972,70;5er;170;à;1.038,50;4er + ZZ;315;à;168,10;;;;;;
;;gezogen;40;18;27;14;30;1;ZZ;12;4er;6.338;à;46,40;3er + ZZ;8.762;à;15,10;3er;100.641;à;5,20;ZZ;324.667;à;1,20;;;;;;
